Sample	Population_descriptor	Source	Haplotype	Sample_hap	x1	x2
NA18951	Japanese in Tokyo, Japan	1000G	1	NA18951_H2	0.7431367778213983	1.3949423507698102
NA18953	Japanese in Tokyo, Japan	1000G	0	NA18953_H1	0.7570998222572053	1.3840531551245119
NA18953	Japanese in Tokyo, Japan	1000G	1	NA18953_H2	0.7505279279416871	1.3946349531243445
NA18954	Japanese in Tokyo, Japan	1000G	0	NA18954_H1	0.7424895128167188	1.4020099763266498
NA18954	Japanese in Tokyo, Japan	1000G	1	NA18954_H2	0.7477561828057331	1.421096404590433
NA18956	Japanese in Tokyo, Japan	1000G	0	NA18956_H1	0.7428547993170586	1.4147889263509625
NA18956	Japanese in Tokyo, Japan	1000G	1	NA18956_H2	0.740459566643258	1.3685343062602315
NA18957	Japanese in Tokyo, Japan	1000G	0	NA18957_H1	0.7362692624744251	1.372985170576233
NA18957	Japanese in Tokyo, Japan	1000G	1	NA18957_H2	0.7447034432268846	1.4097899922332477
NA18961	Japanese in Tokyo, Japan	1000G	0	NA18961_H1	0.7618321093213468	1.411531064258683
NA18961	Japanese in Tokyo, Japan	1000G	1	NA18961_H2	0.744557753737822	1.3988813958515451
NA18962	Japanese in Tokyo, Japan	1000G	0	NA18962_H1	0.7470730800163049	1.3860218007789733
NA18962	Japanese in Tokyo, Japan	1000G	1	NA18962_H2	0.7444973472198632	1.3558352791628767
NA18963	Japanese in Tokyo, Japan	1000G	0	NA18963_H1	0.7626312375481227	1.4071661428517142
NA18963	Japanese in Tokyo, Japan	1000G	1	NA18963_H2	0.7459347875985716	1.3946744095500678
NA18964	Japanese in Tokyo, Japan	1000G	0	NA18964_H1	0.7474421285587591	1.3604451382015783
NA18964	Japanese in Tokyo, Japan	1000G	1	NA18964_H2	0.7257180472690877	1.4084318594832765
NA18965	Japanese in Tokyo, Japan	1000G	0	NA18965_H1	0.7465337912560603	1.4186040369194062
NA18965	Japanese in Tokyo, Japan	1000G	1	NA18965_H2	0.750315338867236	1.398993773431473
NA18966	Japanese in Tokyo, Japan	1000G	0	NA18966_H1	0.7429601965510769	1.3941181625570664
NA18966	Japanese in Tokyo, Japan	1000G	1	NA18966_H2	0.7382706999075671	1.3843718660551114
NA18968	Japanese in Tokyo, Japan	1000G	0	NA18968_H1	0.7417199034069551	1.3791579532532674
NA18968	Japanese in Tokyo, Japan	1000G	1	NA18968_H2	0.7438934479902435	1.4174729827859416
NA18969	Japanese in Tokyo, Japan	1000G	0	NA18969_H1	0.7443482865316932	1.3903258393176097
NA18969	Japanese in Tokyo, Japan	1000G	1	NA18969_H2	0.7570253555754054	1.384227457032633
NA18972	Japanese in Tokyo, Japan	1000G	0	NA18972_H1	0.7457655177289336	1.3829519791055054
NA18972	Japanese in Tokyo, Japan	1000G	1	NA18972_H2	0.7411859763503481	1.3898094713606686
NA18973	Japanese in Tokyo, Japan	1000G	0	NA18973_H1	0.7612091546292054	1.38712939382723
NA18973	Japanese in Tokyo, Japan	1000G	1	NA18973_H2	0.7470812042265482	1.3632401764054112
NA18977	Japanese in Tokyo, Japan	1000G	0	NA18977_H1	0.7453283773041494	1.4108776735533404
NA18977	Japanese in Tokyo, Japan	1000G	1	NA18977_H2	0.7395059283149196	1.3439600264643972
NA18979	Japanese in Tokyo, Japan	1000G	0	NA18979_H1	0.7376002210541095	1.3855675765971642
NA18979	Japanese in Tokyo, Japan	1000G	1	NA18979_H2	0.7448556485156954	1.3960884589366505
NA18980	Japanese in Tokyo, Japan	1000G	0	NA18980_H1	0.7533989388396793	1.3944679755279594
NA18980	Japanese in Tokyo, Japan	1000G	1	NA18980_H2	0.7662181548971477	1.3803202787814395
NA18981	Japanese in Tokyo, Japan	1000G	0	NA18981_H1	0.7492914203399955	1.3811876406531862
NA18981	Japanese in Tokyo, Japan	1000G	1	NA18981_H2	0.7422779149940277	1.3440545948633429
NA18984	Japanese in Tokyo, Japan	1000G	0	NA18984_H1	0.7401840726892869	1.3788597962335911
NA18984	Japanese in Tokyo, Japan	1000G	1	NA18984_H2	0.7428556147667011	1.372470654876679
NA18985	Japanese in Tokyo, Japan	1000G	0	NA18985_H1	0.7565500607009193	1.3654342169900098
NA18985	Japanese in Tokyo, Japan	1000G	1	NA18985_H2	0.7465212503481876	1.3978574733606315
NA18986	Japanese in Tokyo, Japan	1000G	0	NA18986_H1	0.7396576699922912	1.3652238410564226
NA18986	Japanese in Tokyo, Japan	1000G	1	NA18986_H2	0.7336638497341618	1.414881391527847
NA18987	Japanese in Tokyo, Japan	1000G	0	NA18987_H1	0.7392071196861367	1.3834441025879078
NA18987	Japanese in Tokyo, Japan	1000G	1	NA18987_H2	0.7593053992761134	1.3581005757376978
NA18988	Japanese in Tokyo, Japan	1000G	0	NA18988_H1	0.7359739796810626	1.3925364911068345
NA18988	Japanese in Tokyo, Japan	1000G	1	NA18988_H2	0.740655886730973	1.3716931140993582
NA18989	Japanese in Tokyo, Japan	1000G	0	NA18989_H1	0.7220601337241402	1.3911307795304522
NA18989	Japanese in Tokyo, Japan	1000G	1	NA18989_H2	0.7547891140061247	1.3768707039719053
NA18990	Japanese in Tokyo, Japan	1000G	0	NA18990_H1	0.7435201019235075	1.4178540752006972
NA18990	Japanese in Tokyo, Japan	1000G	1	NA18990_H2	0.7252565683511507	1.4008565427790096
NA18991	Japanese in Tokyo, Japan	1000G	0	NA18991_H1	0.7440427694401104	1.4024153078698178
NA18991	Japanese in Tokyo, Japan	1000G	1	NA18991_H2	0.7481747412258022	1.374013422597443
NA18992	Japanese in Tokyo, Japan	1000G	0	NA18992_H1	0.751656705128432	1.384393385957867
NA18992	Japanese in Tokyo, Japan	1000G	1	NA18992_H2	0.7639940556555512	1.3777559242701114
NA18993	Japanese in Tokyo, Japan	1000G	0	NA18993_H1	0.7473362914661975	1.363491455436755
NA18993	Japanese in Tokyo, Japan	1000G	1	NA18993_H2	0.7414626713332325	1.375556150161022
NA18994	Japanese in Tokyo, Japan	1000G	0	NA18994_H1	0.7590262438684859	1.393780119376037
NA18994	Japanese in Tokyo, Japan	1000G	1	NA18994_H2	0.7231352590074354	1.427580898306344
NA18995	Japanese in Tokyo, Japan	1000G	0	NA18995_H1	0.7539461320118437	1.3712437872949392
NA18995	Japanese in Tokyo, Japan	1000G	1	NA18995_H2	0.7556666940826156	1.4029124598574185
NA18997	Japanese in Tokyo, Japan	1000G	0	NA18997_H1	0.7423976602703739	1.3738427393643227
NA18997	Japanese in Tokyo, Japan	1000G	1	NA18997_H2	0.7526759922700657	1.4008295992082362
NA18998	Japanese in Tokyo, Japan	1000G	0	NA18998_H1	0.7352651157227375	1.372870513293694
NA18998	Japanese in Tokyo, Japan	1000G	1	NA18998_H2	0.7443019243831059	1.4031737345013298
NA18999	Japanese in Tokyo, Japan	1000G	0	NA18999_H1	0.7453994105290231	1.3900100896705978
NA18999	Japanese in Tokyo, Japan	1000G	1	NA18999_H2	0.7405176458093693	1.367849605006821
NA19000	Japanese in Tokyo, Japan	1000G	0	NA19000_H1	0.7473079791623205	1.3927282327194332
NA19000	Japanese in Tokyo, Japan	1000G	1	NA19000_H2	0.7489500436835155	1.3965158901403942
NA19001	Japanese in Tokyo, Japan	1000G	0	NA19001_H1	0.7548540463610223	1.3782651899009128
NA19001	Japanese in Tokyo, Japan	1000G	1	NA19001_H2	0.7388879668424712	1.4187302059785796
NA19002	Japanese in Tokyo, Japan	1000G	0	NA19002_H1	0.754274136363809	1.3517844722702217
NA19002	Japanese in Tokyo, Japan	1000G	1	NA19002_H2	0.755838953557108	1.3735987840739696
NA19003	Japanese in Tokyo, Japan	1000G	0	NA19003_H1	0.7388260630245692	1.3880613401968032
NA19003	Japanese in Tokyo, Japan	1000G	1	NA19003_H2	0.7532343942965847	1.3743872637112262
NA19004	Japanese in Tokyo, Japan	1000G	0	NA19004_H1	0.7637461103735956	1.4044796378978244
NA19004	Japanese in Tokyo, Japan	1000G	1	NA19004_H2	0.7458148983240696	1.3874199044051736
NA19005	Japanese in Tokyo, Japan	1000G	0	NA19005_H1	0.7569117816919091	1.3913261578195522
NA19005	Japanese in Tokyo, Japan	1000G	1	NA19005_H2	0.7390816045946413	1.387348271804075
NA19006	Japanese in Tokyo, Japan	1000G	0	NA19006_H1	0.7380143344603125	1.411226499521135
NA19006	Japanese in Tokyo, Japan	1000G	1	NA19006_H2	0.7657815117355247	1.3698353371947107
NA19007	Japanese in Tokyo, Japan	1000G	0	NA19007_H1	0.755724291272686	1.3992041052338386
NA19007	Japanese in Tokyo, Japan	1000G	1	NA19007_H2	0.7588003284052963	1.3581084384995277
NA19009	Japanese in Tokyo, Japan	1000G	0	NA19009_H1	0.7589127867997628	1.3717394317430633
NA19009	Japanese in Tokyo, Japan	1000G	1	NA19009_H2	0.7393184898677994	1.3942943754733845
NA19010	Japanese in Tokyo, Japan	1000G	0	NA19010_H1	0.7335714186399623	1.4040090650277874
NA19010	Japanese in Tokyo, Japan	1000G	1	NA19010_H2	0.768935115107366	1.3845039420533107
NA19011	Japanese in Tokyo, Japan	1000G	0	NA19011_H1	0.7369956178273267	1.3865806707152104
NA19011	Japanese in Tokyo, Japan	1000G	1	NA19011_H2	0.7307418542631435	1.3668675942218258
NA19012	Japanese in Tokyo, Japan	1000G	0	NA19012_H1	0.748737612257544	1.3860685152597412
NA19012	Japanese in Tokyo, Japan	1000G	1	NA19012_H2	0.7537892962216043	1.397683819751478
NA19017	Luhya in Webuye, Kenya	1000G	0	NA19017_H1	-1.6787449477748837	0.17582774909876933
NA19017	Luhya in Webuye, Kenya	1000G	1	NA19017_H2	-1.656781994216783	0.1818129659789834
NA19019	Luhya in Webuye, Kenya	1000G	0	NA19019_H1	-1.6287784353274566	0.15730764942373995
NA19019	Luhya in Webuye, Kenya	1000G	1	NA19019_H2	-1.628747557461679	0.16350205509669619
NA19020	Luhya in Webuye, Kenya	1000G	0	NA19020_H1	-1.6182561255516517	0.14794966790529213
NA19020	Luhya in Webuye, Kenya	1000G	1	NA19020_H2	-1.6451943000258062	0.1463923102345615
NA19023	Luhya in Webuye, Kenya	1000G	0	NA19023_H1	-1.6922438328212523	0.20558775290105083
NA19023	Luhya in Webuye, Kenya	1000G	1	NA19023_H2	-1.6657935471795153	0.17679460119057946
NA19026	Luhya in Webuye, Kenya	1000G	0	NA19026_H1	-1.6357832160999568	0.15934794778896294
NA19026	Luhya in Webuye, Kenya	1000G	1	NA19026_H2	-1.6328353476044388	0.150327287591363
NA19035	Luhya in Webuye, Kenya	1000G	0	NA19035_H1	-1.6364303524142658	0.14751306846877196
NA19035	Luhya in Webuye, Kenya	1000G	1	NA19035_H2	-1.6200387798950788	0.1442121891723881
NA19038	Luhya in Webuye, Kenya	1000G	0	NA19038_H1	-1.6588634563838491	0.14910324822425458
NA19038	Luhya in Webuye, Kenya	1000G	1	NA19038_H2	-1.642625047703722	0.17244836876279038
NA19041	Luhya in Webuye, Kenya	1000G	0	NA19041_H1	-1.6345328961847743	0.17133002586016152
NA19041	Luhya in Webuye, Kenya	1000G	1	NA19041_H2	-1.6143935856208056	0.1526043670733881
NA19055	Japanese in Tokyo, Japan	1000G	0	NA19055_H1	0.7509941199074127	1.4285166919864838
NA19055	Japanese in Tokyo, Japan	1000G	1	NA19055_H2	0.7369711490070752	1.3771256714758828
NA19056	Japanese in Tokyo, Japan	1000G	0	NA19056_H1	0.7418033505323182	1.3817618672244958
NA19056	Japanese in Tokyo, Japan	1000G	1	NA19056_H2	0.7412870277574551	1.3312811044326982
NA19057	Japanese in Tokyo, Japan	1000G	0	NA19057_H1	0.7441626296432353	1.3770987079015837
NA19057	Japanese in Tokyo, Japan	1000G	1	NA19057_H2	0.7686815383556633	1.361583857733771
NA19058	Japanese in Tokyo, Japan	1000G	0	NA19058_H1	0.7391720807132485	1.3677792006714264
NA19058	Japanese in Tokyo, Japan	1000G	1	NA19058_H2	0.7471777278908224	1.4110445755221421
NA19059	Japanese in Tokyo, Japan	1000G	0	NA19059_H1	0.7685853519003063	1.3914124573152247
NA19059	Japanese in Tokyo, Japan	1000G	1	NA19059_H2	0.7511751995211794	1.349435897034309
NA19060	Japanese in Tokyo, Japan	1000G	0	NA19060_H1	0.7413400893190523	1.3882645365775825
NA19060	Japanese in Tokyo, Japan	1000G	1	NA19060_H2	0.7577347638124541	1.3660178346657215
NA19062	Japanese in Tokyo, Japan	1000G	0	NA19062_H1	0.736921098776081	1.362798149485988
NA19062	Japanese in Tokyo, Japan	1000G	1	NA19062_H2	0.7398035580996919	1.422894868705337
NA19063	Japanese in Tokyo, Japan	1000G	0	NA19063_H1	0.7367395512774243	1.401353495234829
NA19063	Japanese in Tokyo, Japan	1000G	1	NA19063_H2	0.7568157125463514	1.3864822614397816
NA19064	Japanese in Tokyo, Japan	1000G	0	NA19064_H1	0.737343541164001	1.3955167746187112
NA19064	Japanese in Tokyo, Japan	1000G	1	NA19064_H2	0.7468998418961833	1.4157964195382342
NA19065	Japanese in Tokyo, Japan	1000G	0	NA19065_H1	0.7330464782253132	1.388866564608466
NA19065	Japanese in Tokyo, Japan	1000G	1	NA19065_H2	0.7524214229829823	1.361800355990302
NA19066	Japanese in Tokyo, Japan	1000G	0	NA19066_H1	0.7498089644547578	1.3855237052684057
NA19066	Japanese in Tokyo, Japan	1000G	1	NA19066_H2	0.7382075880674437	1.3894852426914304
NA19067	Japanese in Tokyo, Japan	1000G	0	NA19067_H1	0.7479653979570373	1.432726329323734
NA19067	Japanese in Tokyo, Japan	1000G	1	NA19067_H2	0.7425695925003566	1.4025239538894665
NA19068	Japanese in Tokyo, Japan	1000G	0	NA19068_H1	0.749754433466218	1.41061890067004
NA19068	Japanese in Tokyo, Japan	1000G	1	NA19068_H2	0.7651709405779868	1.3821717450200164
NA19070	Japanese in Tokyo, Japan	1000G	0	NA19070_H1	0.7448566252758552	1.38213846855863
NA19070	Japanese in Tokyo, Japan	1000G	1	NA19070_H2	0.7461740476283271	1.3722670850137335
NA19072	Japanese in Tokyo, Japan	1000G	0	NA19072_H1	0.7462851903328639	1.3625489749031936
NA19072	Japanese in Tokyo, Japan	1000G	1	NA19072_H2	0.7537165144339558	1.412297281120631
NA19074	Japanese in Tokyo, Japan	1000G	0	NA19074_H1	0.7421365542590763	1.3949976108211974
NA19074	Japanese in Tokyo, Japan	1000G	1	NA19074_H2	0.7592000523842882	1.4150773546162856
NA19075	Japanese in Tokyo, Japan	1000G	0	NA19075_H1	0.75371129457741	1.3700554470051698
NA19075	Japanese in Tokyo, Japan	1000G	1	NA19075_H2	0.7604170396608	1.3753654690083588
NA19076	Japanese in Tokyo, Japan	1000G	0	NA19076_H1	0.7518523582651435	1.3783836422750224
NA19076	Japanese in Tokyo, Japan	1000G	1	NA19076_H2	0.7751560768042259	1.345939688770016
NA19077	Japanese in Tokyo, Japan	1000G	0	NA19077_H1	0.7459202200129635	1.377665412795408
NA19077	Japanese in Tokyo, Japan	1000G	1	NA19077_H2	0.7622157738724988	1.4069965775398594
NA19078	Japanese in Tokyo, Japan	1000G	0	NA19078_H1	0.7591017722722654	1.3692277515309466
NA19078	Japanese in Tokyo, Japan	1000G	1	NA19078_H2	0.7471021147244568	1.3842219522434929
NA19079	Japanese in Tokyo, Japan	1000G	0	NA19079_H1	0.7379817823157203	1.410907525605229
NA19079	Japanese in Tokyo, Japan	1000G	1	NA19079_H2	0.7462368539938756	1.4144953913568843
NA19080	Japanese in Tokyo, Japan	1000G	0	NA19080_H1	0.7445581236221845	1.410603025402672
NA19080	Japanese in Tokyo, Japan	1000G	1	NA19080_H2	0.7432390787158627	1.399212559323448
NA19081	Japanese in Tokyo, Japan	1000G	0	NA19081_H1	0.7387588732315684	1.39968961805786
NA19081	Japanese in Tokyo, Japan	1000G	1	NA19081_H2	0.7520824671875606	1.3581704049444665
NA19082	Japanese in Tokyo, Japan	1000G	0	NA19082_H1	0.7353640163886557	1.4170760921942058
NA19082	Japanese in Tokyo, Japan	1000G	1	NA19082_H2	0.751013174051993	1.3740612377474675
NA19083	Japanese in Tokyo, Japan	1000G	0	NA19083_H1	0.7187370517933158	1.361520298526189
NA19083	Japanese in Tokyo, Japan	1000G	1	NA19083_H2	0.7532233906505842	1.388344214744193
NA19084	Japanese in Tokyo, Japan	1000G	0	NA19084_H1	0.760297697126559	1.3916854031986887
NA19084	Japanese in Tokyo, Japan	1000G	1	NA19084_H2	0.7506875268413964	1.3824354350824084
NA19085	Japanese in Tokyo, Japan	1000G	0	NA19085_H1	0.7554232969271854	1.3734757439630054
NA19085	Japanese in Tokyo, Japan	1000G	1	NA19085_H2	0.7376530049377816	1.3623613779551085
NA19086	Japanese in Tokyo, Japan	1000G	0	NA19086_H1	0.750635732940707	1.3922518059603588
NA19086	Japanese in Tokyo, Japan	1000G	1	NA19086_H2	0.7436650618182692	1.3948109253973926
NA19088	Japanese in Tokyo, Japan	1000G	0	NA19088_H1	0.744178630914641	1.4043765817767206
NA19088	Japanese in Tokyo, Japan	1000G	1	NA19088_H2	0.7442381178049656	1.3998286696009246
NA19089	Japanese in Tokyo, Japan	1000G	0	NA19089_H1	0.7429498278876571	1.3865716570229847
NA19089	Japanese in Tokyo, Japan	1000G	1	NA19089_H2	0.7311212382859181	1.3658843903944113
NA19090	Japanese in Tokyo, Japan	1000G	0	NA19090_H1	0.7399220768253084	1.3893980771800691
NA19090	Japanese in Tokyo, Japan	1000G	1	NA19090_H2	0.7469046922223028	1.3954083358900446
NA19091	Japanese in Tokyo, Japan	1000G	0	NA19091_H1	0.7494692780691978	1.4012078730782767
NA19091	Japanese in Tokyo, Japan	1000G	1	NA19091_H2	0.7388701144829564	1.3795030529699324
NA19092	Yoruba in Ibadan, Nigeria	1000G	0	NA19092_H1	-1.7711452431352814	0.23583541758468124
NA19092	Yoruba in Ibadan, Nigeria	1000G	1	NA19092_H2	-1.7738407310695188	0.2384500855540949
NA19093	Yoruba in Ibadan, Nigeria	1000G	0	NA19093_H1	-1.7611937386328593	0.24599990964198765
NA19093	Yoruba in Ibadan, Nigeria	1000G	1	NA19093_H2	-1.7550336189805948	0.22358892945460926
NA19095	Yoruba in Ibadan, Nigeria	1000G	0	NA19095_H1	-1.7770220789704267	0.22634525210342815
NA19095	Yoruba in Ibadan, Nigeria	1000G	1	NA19095_H2	-1.7794643807833284	0.23473541507233706
NA19096	Yoruba in Ibadan, Nigeria	1000G	0	NA19096_H1	-1.7691461911701827	0.23609038861071613
NA19096	Yoruba in Ibadan, Nigeria	1000G	1	NA19096_H2	-1.7719231831922864	0.2265055652671963
NA19098	Yoruba in Ibadan, Nigeria	1000G	0	NA19098_H1	-1.7885504531799485	0.22898276643247706
NA19098	Yoruba in Ibadan, Nigeria	1000G	1	NA19098_H2	-1.7387247417394358	0.2025591363048569
NA19099	Yoruba in Ibadan, Nigeria	1000G	0	NA19099_H1	-1.7862118673248246	0.2244555800897917
NA19099	Yoruba in Ibadan, Nigeria	1000G	1	NA19099_H2	-1.7719774074580161	0.20352085008105641
NA19102	Yoruba in Ibadan, Nigeria	1000G	0	NA19102_H1	-1.7816389044188001	0.24360920882942766
NA19102	Yoruba in Ibadan, Nigeria	1000G	1	NA19102_H2	-1.7722896183455898	0.2080356376374885
NA19107	Yoruba in Ibadan, Nigeria	1000G	0	NA19107_H1	-1.7627149537788858	0.20749443286423136
NA19107	Yoruba in Ibadan, Nigeria	1000G	1	NA19107_H2	-1.7643653298295316	0.2057668469175172
NA19108	Yoruba in Ibadan, Nigeria	1000G	0	NA19108_H1	-1.7716484059652002	0.20518641038939325
NA19108	Yoruba in Ibadan, Nigeria	1000G	1	NA19108_H2	-1.7795408172275373	0.23396030413926927
NA19113	Yoruba in Ibadan, Nigeria	1000G	0	NA19113_H1	-1.7748908097482303	0.23645860529417276
NA19113	Yoruba in Ibadan, Nigeria	1000G	1	NA19113_H2	-1.7716133484173848	0.23405233985331927
NA19114	Yoruba in Ibadan, Nigeria	1000G	0	NA19114_H1	-1.7640065715637694	0.23283617609003754
NA19114	Yoruba in Ibadan, Nigeria	1000G	1	NA19114_H2	-1.7804204295148238	0.19066817463781463
NA19116	Yoruba in Ibadan, Nigeria	1000G	0	NA19116_H1	-1.7929519509555711	0.2201111451511722
NA19116	Yoruba in Ibadan, Nigeria	1000G	1	NA19116_H2	-1.7787482377912018	0.22536521665812426
NA19117	Yoruba in Ibadan, Nigeria	1000G	0	NA19117_H1	-1.78853725243359	0.2352093309246674
NA19117	Yoruba in Ibadan, Nigeria	1000G	1	NA19117_H2	-1.7775453554108336	0.20902980261222245
NA19118	Yoruba in Ibadan, Nigeria	1000G	0	NA19118_H1	-1.7385893114903206	0.21859476827397686
NA19118	Yoruba in Ibadan, Nigeria	1000G	1	NA19118_H2	-1.7207807370299988	0.17366197075333462
NA19119	Yoruba in Ibadan, Nigeria	1000G	0	NA19119_H1	-1.7896753126082197	0.22597082578015001
NA19119	Yoruba in Ibadan, Nigeria	1000G	1	NA19119_H2	-1.7711381943082176	0.22002164687403705
NA19121	Yoruba in Ibadan, Nigeria	1000G	0	NA19121_H1	-1.782100103840025	0.23598490684471854
NA19121	Yoruba in Ibadan, Nigeria	1000G	1	NA19121_H2	-1.7652333308292145	0.2262602856136571
NA19130	Yoruba in Ibadan, Nigeria	1000G	0	NA19130_H1	-1.7675755635556336	0.21062009635280923
NA19130	Yoruba in Ibadan, Nigeria	1000G	1	NA19130_H2	-1.7771928977057885	0.2346588015153814
NA19131	Yoruba in Ibadan, Nigeria	1000G	0	NA19131_H1	-1.7829638893708075	0.21724875250313247
NA19131	Yoruba in Ibadan, Nigeria	1000G	1	NA19131_H2	-1.7907173060736425	0.22004932551139406
NA19137	Yoruba in Ibadan, Nigeria	1000G	0	NA19137_H1	-1.7934284456825467	0.2036478482228138
NA19137	Yoruba in Ibadan, Nigeria	1000G	1	NA19137_H2	-1.770973440836219	0.21132695845545968
NA19138	Yoruba in Ibadan, Nigeria	1000G	0	NA19138_H1	-1.7820238203897938	0.21775445906497704
NA19138	Yoruba in Ibadan, Nigeria	1000G	1	NA19138_H2	-1.7819988423718003	0.21457645315179577
NA19141	Yoruba in Ibadan, Nigeria	1000G	0	NA19141_H1	-1.7874652274510006	0.24344967174410312
NA19141	Yoruba in Ibadan, Nigeria	1000G	1	NA19141_H2	-1.761166720474373	0.2195895688077923
NA19143	Yoruba in Ibadan, Nigeria	1000G	0	NA19143_H1	-1.789459577378933	0.2237774248846306
NA19143	Yoruba in Ibadan, Nigeria	1000G	1	NA19143_H2	-1.7720296732199194	0.20131123221621702
NA19144	Yoruba in Ibadan, Nigeria	1000G	0	NA19144_H1	-1.7624903257380273	0.22340318485064012
NA19144	Yoruba in Ibadan, Nigeria	1000G	1	NA19144_H2	-1.7988166317567185	0.22679319226769318
NA19146	Yoruba in Ibadan, Nigeria	1000G	0	NA19146_H1	-1.7743737199029828	0.2287006449873876
NA19146	Yoruba in Ibadan, Nigeria	1000G	1	NA19146_H2	-1.7774118029296466	0.22249463554498655
NA19147	Yoruba in Ibadan, Nigeria	1000G	0	NA19147_H1	-1.7674071241474485	0.24470501578555545
NA19147	Yoruba in Ibadan, Nigeria	1000G	1	NA19147_H2	-1.7974943742437952	0.21343196792576144
NA19149	Yoruba in Ibadan, Nigeria	1000G	0	NA19149_H1	-1.7944322772678065	0.22445209029808416
NA19149	Yoruba in Ibadan, Nigeria	1000G	1	NA19149_H2	-1.8129293612932906	0.23869175822307284
NA19152	Yoruba in Ibadan, Nigeria	1000G	0	NA19152_H1	-1.7718251086444532	0.22902279206407483
NA19152	Yoruba in Ibadan, Nigeria	1000G	1	NA19152_H2	-1.7591038672266575	0.24380469345093655
NA19153	Yoruba in Ibadan, Nigeria	1000G	0	NA19153_H1	-1.7841868811766808	0.21335106927542233
NA19153	Yoruba in Ibadan, Nigeria	1000G	1	NA19153_H2	-1.7839598976544684	0.23246677194546808
NA19160	Yoruba in Ibadan, Nigeria	1000G	0	NA19160_H1	-1.7697877402485773	0.2359311170534462
NA19160	Yoruba in Ibadan, Nigeria	1000G	1	NA19160_H2	-1.7907335494805328	0.22122385284907103
NA19171	Yoruba in Ibadan, Nigeria	1000G	0	NA19171_H1	-1.7478996323875662	0.21495189706817905
NA19171	Yoruba in Ibadan, Nigeria	1000G	1	NA19171_H2	-1.7832017141365804	0.2212227693135699
NA19172	Yoruba in Ibadan, Nigeria	1000G	0	NA19172_H1	-1.7934339189793833	0.20608903932809614
NA19172	Yoruba in Ibadan, Nigeria	1000G	1	NA19172_H2	-1.764304528719696	0.22500239177905118
NA19175	Yoruba in Ibadan, Nigeria	1000G	0	NA19175_H1	-1.7819160437398354	0.21708575301731617
NA19175	Yoruba in Ibadan, Nigeria	1000G	1	NA19175_H2	-1.781012634071425	0.21809585473251553
NA19189	Yoruba in Ibadan, Nigeria	1000G	0	NA19189_H1	-1.7771105536420237	0.22638492616555875
NA19189	Yoruba in Ibadan, Nigeria	1000G	1	NA19189_H2	-1.7691335514463749	0.19231265166531708
NA19190	Yoruba in Ibadan, Nigeria	1000G	0	NA19190_H1	-1.767741730112406	0.2258670149719999
NA19190	Yoruba in Ibadan, Nigeria	1000G	1	NA19190_H2	-1.7702673802407496	0.24264736668257755
NA19198	Yoruba in Ibadan, Nigeria	1000G	0	NA19198_H1	-1.7745943543674871	0.22030079638814398
NA19198	Yoruba in Ibadan, Nigeria	1000G	1	NA19198_H2	-1.7749119652145775	0.2234424825852179
NA19200	Yoruba in Ibadan, Nigeria	1000G	0	NA19200_H1	-1.7825712809437206	0.22833632576266508
NA19200	Yoruba in Ibadan, Nigeria	1000G	1	NA19200_H2	-1.7647147201245736	0.23010355986548667
NA19201	Yoruba in Ibadan, Nigeria	1000G	0	NA19201_H1	-1.797078567746339	0.2039080765404955
NA19201	Yoruba in Ibadan, Nigeria	1000G	1	NA19201_H2	-1.7900365658590451	0.22207579044915596
NA19204	Yoruba in Ibadan, Nigeria	1000G	0	NA19204_H1	-1.7529407960149275	0.22039406114968926
NA19204	Yoruba in Ibadan, Nigeria	1000G	1	NA19204_H2	-1.7727247996952924	0.2343459051449732
NA19206	Yoruba in Ibadan, Nigeria	1000G	0	NA19206_H1	-1.796094712563539	0.2254838719408341
NA19206	Yoruba in Ibadan, Nigeria	1000G	1	NA19206_H2	-1.759277306338363	0.2259996818222812
NA19207	Yoruba in Ibadan, Nigeria	1000G	0	NA19207_H1	-1.7857490667476432	0.2283858529426736
NA19207	Yoruba in Ibadan, Nigeria	1000G	1	NA19207_H2	-1.7732441552688059	0.24524055490748975
NA19209	Yoruba in Ibadan, Nigeria	1000G	0	NA19209_H1	-1.7798497333781074	0.2382511645251203
NA19209	Yoruba in Ibadan, Nigeria	1000G	1	NA19209_H2	-1.772813539610058	0.22796867356822506
NA19210	Yoruba in Ibadan, Nigeria	1000G	0	NA19210_H1	-1.8062150023883778	0.2057276027692759
NA19210	Yoruba in Ibadan, Nigeria	1000G	1	NA19210_H2	-1.7699095163526812	0.21389143263203664
NA19213	Yoruba in Ibadan, Nigeria	1000G	0	NA19213_H1	-1.7579955837415482	0.21802258176190742
NA19213	Yoruba in Ibadan, Nigeria	1000G	1	NA19213_H2	-1.7656523058805855	0.21668172603069502
NA19214	Yoruba in Ibadan, Nigeria	1000G	0	NA19214_H1	-1.781664119838777	0.23997053338304414
NA19214	Yoruba in Ibadan, Nigeria	1000G	1	NA19214_H2	-1.7753110772325642	0.2199148375104335
NA19222	Yoruba in Ibadan, Nigeria	1000G	0	NA19222_H1	-1.78599159387702	0.25597813327438007
NA19222	Yoruba in Ibadan, Nigeria	1000G	1	NA19222_H2	-1.7815256138340194	0.20347401832327777
NA19223	Yoruba in Ibadan, Nigeria	1000G	0	NA19223_H1	-1.778419860733096	0.21546245684035034
