Sample	Population_descriptor	Source	Haplotype	Sample_hap	x1	x2
HG01029	Chinese Dai in Xishuangbanna	1000G	1	HG01029_H2	0.7618514942839446	1.4346167706843689
HG01031	Chinese Dai in Xishuangbanna	1000G	0	HG01031_H1	0.7480420944179649	1.424998293904387
HG01031	Chinese Dai in Xishuangbanna	1000G	1	HG01031_H2	0.7381127909787091	1.457246987784479
HG01046	Chinese Dai in Xishuangbanna	1000G	0	HG01046_H1	0.7615527507674186	1.4405187663237513
HG01046	Chinese Dai in Xishuangbanna	1000G	1	HG01046_H2	0.7517169073302414	1.4642238164539603
HG01334	British from England and Scotland	1000G	0	HG01334_H1	0.456386061675853	-1.3552918262050457
HG01334	British from England and Scotland	1000G	1	HG01334_H2	0.4743607401529215	-1.3460992174197954
HG01500	Iberian Populations in Spain	1000G	0	HG01500_H1	0.39502440842788533	-1.3431312818282573
HG01500	Iberian Populations in Spain	1000G	1	HG01500_H2	0.3695646553793597	-1.3039318048539026
HG01501	Iberian Populations in Spain	1000G	0	HG01501_H1	0.38275100541822893	-1.307867768725592
HG01501	Iberian Populations in Spain	1000G	1	HG01501_H2	0.34838012272318264	-1.344243633815781
HG01503	Iberian Populations in Spain	1000G	0	HG01503_H1	0.4160318093478084	-1.3393310477034441
HG01503	Iberian Populations in Spain	1000G	1	HG01503_H2	0.4149966728587729	-1.3630513199108394
HG01504	Iberian Populations in Spain	1000G	0	HG01504_H1	0.4119344026637705	-1.311855231969784
HG01504	Iberian Populations in Spain	1000G	1	HG01504_H2	0.40360949130090584	-1.351260546895348
HG01506	Iberian Populations in Spain	1000G	0	HG01506_H1	0.3913727277124409	-1.358126997503266
HG01506	Iberian Populations in Spain	1000G	1	HG01506_H2	0.39804349965101243	-1.3435476052785753
HG01507	Iberian Populations in Spain	1000G	0	HG01507_H1	0.4003114315562411	-1.340842704938162
HG01507	Iberian Populations in Spain	1000G	1	HG01507_H2	0.40727792285064773	-1.3316937556867767
HG01509	Iberian Populations in Spain	1000G	0	HG01509_H1	0.37730510477918383	-1.320640168603382
HG01509	Iberian Populations in Spain	1000G	1	HG01509_H2	0.370819666511177	-1.342290932114202
HG01510	Iberian Populations in Spain	1000G	0	HG01510_H1	0.40018118664408797	-1.3747643228791082
HG01510	Iberian Populations in Spain	1000G	1	HG01510_H2	0.40111408542167337	-1.3448844522676566
HG01512	Iberian Populations in Spain	1000G	0	HG01512_H1	0.43682602617493826	-1.412371247017371
HG01512	Iberian Populations in Spain	1000G	1	HG01512_H2	0.41784512382836675	-1.3652286319213496
HG01513	Iberian Populations in Spain	1000G	0	HG01513_H1	0.42102186206397685	-1.3689256327240795
HG01513	Iberian Populations in Spain	1000G	1	HG01513_H2	0.4249320050090023	-1.3494328512710352
HG01515	Iberian Populations in Spain	1000G	0	HG01515_H1	0.44824988451284287	-1.401323239804115
HG01515	Iberian Populations in Spain	1000G	1	HG01515_H2	0.4363478213740904	-1.3939536842073796
HG01516	Iberian Populations in Spain	1000G	0	HG01516_H1	0.45491943139571517	-1.3883006127723787
HG01516	Iberian Populations in Spain	1000G	1	HG01516_H2	0.4233628378197169	-1.410470895260856
HG01518	Iberian Populations in Spain	1000G	0	HG01518_H1	0.4442685631595775	-1.4093032316727816
HG01518	Iberian Populations in Spain	1000G	1	HG01518_H2	0.42750982409895605	-1.3938201613284464
HG01519	Iberian Populations in Spain	1000G	0	HG01519_H1	0.4485922661707217	-1.417062468110816
HG01519	Iberian Populations in Spain	1000G	1	HG01519_H2	0.422705638668674	-1.4015717000036176
HG01521	Iberian Populations in Spain	1000G	0	HG01521_H1	0.46222086934016077	-1.3893085129148013
HG01521	Iberian Populations in Spain	1000G	1	HG01521_H2	0.44245929825383623	-1.396234945394565
HG01522	Iberian Populations in Spain	1000G	0	HG01522_H1	0.46137557408420926	-1.4068799643273133
HG01522	Iberian Populations in Spain	1000G	1	HG01522_H2	0.4598869131429494	-1.3406784193039167
HG01524	Iberian Populations in Spain	1000G	0	HG01524_H1	0.413498804999741	-1.3278439770671613
HG01524	Iberian Populations in Spain	1000G	1	HG01524_H2	0.4040695503069988	-1.3493429852828724
HG01525	Iberian Populations in Spain	1000G	0	HG01525_H1	0.39468980544107696	-1.3392961714632
HG01525	Iberian Populations in Spain	1000G	1	HG01525_H2	0.40581038363187993	-1.2910744885657381
HG01527	Iberian Populations in Spain	1000G	0	HG01527_H1	0.356992520531262	-1.3238671905450519
HG01527	Iberian Populations in Spain	1000G	1	HG01527_H2	0.3931914065411696	-1.292088786424801
HG01528	Iberian Populations in Spain	1000G	0	HG01528_H1	0.3999231965909007	-1.3370714125742251
HG01528	Iberian Populations in Spain	1000G	1	HG01528_H2	0.3936514331545277	-1.321433454488226
HG01531	Iberian Populations in Spain	1000G	0	HG01531_H1	0.38071312285976594	-1.3489620248982976
HG01531	Iberian Populations in Spain	1000G	1	HG01531_H2	0.3753130362495172	-1.3314570907207242
HG01536	Iberian Populations in Spain	1000G	0	HG01536_H1	0.41040432439172164	-1.3218545072481467
HG01536	Iberian Populations in Spain	1000G	1	HG01536_H2	0.4036517914610464	-1.3509072867664238
HG01537	Iberian Populations in Spain	1000G	0	HG01537_H1	0.4338041827727067	-1.3529255049541218
HG01537	Iberian Populations in Spain	1000G	1	HG01537_H2	0.4053249685884594	-1.3621082163305982
HG01572	Peruvian in Lima, Peru	1000G	0	HG01572_H1	0.6481248191505132	0.4608482272763589
HG01572	Peruvian in Lima, Peru	1000G	1	HG01572_H2	0.6320370860175986	0.350622253252984
HG01583	Punjabi in Lahore, Pakistan	1000G	0	HG01583_H1	0.4459714402162545	-0.7489291855898312
HG01583	Punjabi in Lahore, Pakistan	1000G	1	HG01583_H2	0.4808100772397474	-0.6946543194299629
HG01586	Punjabi in Lahore, Pakistan	1000G	0	HG01586_H1	0.4774550548682211	-0.7572078047803266
HG01586	Punjabi in Lahore, Pakistan	1000G	1	HG01586_H2	0.46837517488964636	-0.6463509758405165
HG01589	Punjabi in Lahore, Pakistan	1000G	0	HG01589_H1	0.48735455842742137	-0.7219243299360807
HG01589	Punjabi in Lahore, Pakistan	1000G	1	HG01589_H2	0.44472109771756596	-0.7287458744166053
HG01593	Punjabi in Lahore, Pakistan	1000G	0	HG01593_H1	0.4445527043888813	-0.8186851445976046
HG01593	Punjabi in Lahore, Pakistan	1000G	1	HG01593_H2	0.4528040124840536	-0.7860761420124739
HG01595	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG01595_H1	0.7368965734184015	1.413148055044092
HG01595	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG01595_H2	0.7514614293068677	1.4070079358475078
HG01597	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG01597_H1	0.7394636621222396	1.4316870657906795
HG01597	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG01597_H2	0.7443331727521042	1.4079168456509674
HG01598	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG01598_H1	0.7506258839794933	1.39332520893278
HG01598	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG01598_H2	0.7409660527329907	1.3821429059066437
HG01599	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG01599_H1	0.742020335170827	1.3996594667033266
HG01599	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG01599_H2	0.7384748772452823	1.3804919718394477
HG01600	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG01600_H1	0.7393297841633898	1.417015654462004
HG01600	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG01600_H2	0.7552414564250505	1.449004363984588
HG01602	Iberian Populations in Spain	1000G	0	HG01602_H1	0.3922463865782167	-1.3152167874898069
HG01602	Iberian Populations in Spain	1000G	1	HG01602_H2	0.381964900865293	-1.3115781421967085
HG01603	Iberian Populations in Spain	1000G	0	HG01603_H1	0.4046258174572861	-1.3247222165434527
HG01603	Iberian Populations in Spain	1000G	1	HG01603_H2	0.39152703209594975	-1.3527481393311886
HG01605	Iberian Populations in Spain	1000G	0	HG01605_H1	0.4215507123249445	-1.3412451823810592
HG01605	Iberian Populations in Spain	1000G	1	HG01605_H2	0.42415318263956625	-1.3717856444098646
HG01606	Iberian Populations in Spain	1000G	0	HG01606_H1	0.4120823719803727	-1.3500816819309134
HG01606	Iberian Populations in Spain	1000G	1	HG01606_H2	0.4266495305238113	-1.3610333312626057
HG01607	Iberian Populations in Spain	1000G	0	HG01607_H1	0.40579298936519886	-1.3414648757921706
HG01607	Iberian Populations in Spain	1000G	1	HG01607_H2	0.42619951106140025	-1.347103857431353
HG01610	Iberian Populations in Spain	1000G	0	HG01610_H1	0.3950129597698602	-1.3580612592070103
HG01610	Iberian Populations in Spain	1000G	1	HG01610_H2	0.384129348039536	-1.3320712015124818
HG01612	Iberian Populations in Spain	1000G	0	HG01612_H1	0.37551045717626413	-1.3290793367100306
HG01612	Iberian Populations in Spain	1000G	1	HG01612_H2	0.3592085770744198	-1.3554229541654803
HG01613	Iberian Populations in Spain	1000G	0	HG01613_H1	0.4137124657751644	-1.3385671096364367
HG01613	Iberian Populations in Spain	1000G	1	HG01613_H2	0.42799249520304355	-1.3684052085483844
HG01615	Iberian Populations in Spain	1000G	0	HG01615_H1	0.4175629010942731	-1.350661780741556
HG01615	Iberian Populations in Spain	1000G	1	HG01615_H2	0.389980610234022	-1.3553836044980643
HG01617	Iberian Populations in Spain	1000G	0	HG01617_H1	0.40184412821228155	-1.2903038859007996
HG01617	Iberian Populations in Spain	1000G	1	HG01617_H2	0.41302969867839795	-1.3309835884801002
HG01618	Iberian Populations in Spain	1000G	0	HG01618_H1	0.3922357460094978	-1.3118204174911943
HG01618	Iberian Populations in Spain	1000G	1	HG01618_H2	0.403135295485672	-1.322669156186207
HG01619	Iberian Populations in Spain	1000G	0	HG01619_H1	0.4119558790673752	-1.36641690086413
HG01619	Iberian Populations in Spain	1000G	1	HG01619_H2	0.4026369586877919	-1.3543057928496551
HG01623	Iberian Populations in Spain	1000G	0	HG01623_H1	0.3700530132315434	-1.338514045268949
HG01623	Iberian Populations in Spain	1000G	1	HG01623_H2	0.3861991439263193	-1.3353731241778248
HG01624	Iberian Populations in Spain	1000G	0	HG01624_H1	0.37444877617845146	-1.313943631755598
HG01624	Iberian Populations in Spain	1000G	1	HG01624_H2	0.4066033338036133	-1.2970671210167986
HG01625	Iberian Populations in Spain	1000G	0	HG01625_H1	0.399616759528523	-1.3352909760095035
HG01625	Iberian Populations in Spain	1000G	1	HG01625_H2	0.42784387954252157	-1.3265198369909923
HG01631	Iberian Populations in Spain	1000G	0	HG01631_H1	0.4169109136493977	-1.3883981775886591
HG01631	Iberian Populations in Spain	1000G	1	HG01631_H2	0.4269413781257491	-1.3584137308358109
HG01632	Iberian Populations in Spain	1000G	0	HG01632_H1	0.4122221878632841	-1.3484216108422928
HG01632	Iberian Populations in Spain	1000G	1	HG01632_H2	0.4062469836228561	-1.344279506309133
HG01669	Iberian Populations in Spain	1000G	0	HG01669_H1	0.35998408560826606	-1.312059029176771
HG01669	Iberian Populations in Spain	1000G	1	HG01669_H2	0.30409477270482577	-1.2815557139998337
HG01670	Iberian Populations in Spain	1000G	0	HG01670_H1	0.3950338725531409	-1.3670697906542013
HG01670	Iberian Populations in Spain	1000G	1	HG01670_H2	0.40322115301351796	-1.3474019188554807
HG01672	Iberian Populations in Spain	1000G	0	HG01672_H1	0.4189316966258935	-1.406518009846392
HG01672	Iberian Populations in Spain	1000G	1	HG01672_H2	0.3887533891382663	-1.3269689889565819
HG01673	Iberian Populations in Spain	1000G	0	HG01673_H1	0.4181833548431162	-1.3990592613317943
HG01673	Iberian Populations in Spain	1000G	1	HG01673_H2	0.4192779624807874	-1.3524053877904867
HG01675	Iberian Populations in Spain	1000G	0	HG01675_H1	0.4210670853180597	-1.3580716045508503
HG01675	Iberian Populations in Spain	1000G	1	HG01675_H2	0.41286273918489247	-1.3708539925565213
HG01676	Iberian Populations in Spain	1000G	0	HG01676_H1	0.4025227935617366	-1.360904492543321
HG01676	Iberian Populations in Spain	1000G	1	HG01676_H2	0.4434523410463147	-1.4005534509805364
HG01678	Iberian Populations in Spain	1000G	0	HG01678_H1	0.3985051803098187	-1.3597115388472327
HG01678	Iberian Populations in Spain	1000G	1	HG01678_H2	0.4343673682513033	-1.3364709630258287
HG01679	Iberian Populations in Spain	1000G	0	HG01679_H1	0.4193879406978556	-1.3584793710546308
HG01679	Iberian Populations in Spain	1000G	1	HG01679_H2	0.4020284690711603	-1.355408482351424
HG01680	Iberian Populations in Spain	1000G	0	HG01680_H1	0.396501745900964	-1.359882843884621
HG01680	Iberian Populations in Spain	1000G	1	HG01680_H2	0.41253691899406403	-1.32854873902284
HG01682	Iberian Populations in Spain	1000G	0	HG01682_H1	0.42347535468583963	-1.3736485391853053
HG01682	Iberian Populations in Spain	1000G	1	HG01682_H2	0.4310337652461106	-1.3654799110509368
HG01684	Iberian Populations in Spain	1000G	0	HG01684_H1	0.4192798860747042	-1.3471624570983831
HG01684	Iberian Populations in Spain	1000G	1	HG01684_H2	0.4230846140100828	-1.3746086800270159
HG01685	Iberian Populations in Spain	1000G	0	HG01685_H1	0.3844281778928708	-1.313735090939736
HG01685	Iberian Populations in Spain	1000G	1	HG01685_H2	0.3746598779446195	-1.3172863701679784
HG01686	Iberian Populations in Spain	1000G	0	HG01686_H1	0.36484624933223625	-1.3415865811501049
HG01686	Iberian Populations in Spain	1000G	1	HG01686_H2	0.4125066697468735	-1.3229786559966195
HG01695	Iberian Populations in Spain	1000G	0	HG01695_H1	0.3182703092935308	-1.2597301601047477
HG01695	Iberian Populations in Spain	1000G	1	HG01695_H2	0.3398176738314373	-1.283598876027311
HG01697	Iberian Populations in Spain	1000G	0	HG01697_H1	0.37896149769048376	-1.31975846080003
HG01697	Iberian Populations in Spain	1000G	1	HG01697_H2	0.39273621568900047	-1.287385087727407
HG01699	Iberian Populations in Spain	1000G	0	HG01699_H1	0.3609579747433999	-1.333011153869662
HG01699	Iberian Populations in Spain	1000G	1	HG01699_H2	0.40097027387096956	-1.319503751578712
HG01700	Iberian Populations in Spain	1000G	0	HG01700_H1	0.45618545961066365	-1.4156705872669233
HG01700	Iberian Populations in Spain	1000G	1	HG01700_H2	0.43933250200642965	-1.361023110527779
HG01702	Iberian Populations in Spain	1000G	0	HG01702_H1	0.4498437183536538	-1.3821947686927647
HG01702	Iberian Populations in Spain	1000G	1	HG01702_H2	0.43868235800568756	-1.4093731713393847
HG01704	Iberian Populations in Spain	1000G	0	HG01704_H1	0.3880107584171887	-1.3222653044069739
HG01704	Iberian Populations in Spain	1000G	1	HG01704_H2	0.3592161504942439	-1.3167433883794395
HG01705	Iberian Populations in Spain	1000G	0	HG01705_H1	0.3761042523896218	-1.3296350636274847
HG01705	Iberian Populations in Spain	1000G	1	HG01705_H2	0.37538400488196266	-1.324779996866267
HG01707	Iberian Populations in Spain	1000G	0	HG01707_H1	0.39860876024193737	-1.3439774714175465
HG01707	Iberian Populations in Spain	1000G	1	HG01707_H2	0.37665939082225924	-1.32169494672348
HG01708	Iberian Populations in Spain	1000G	0	HG01708_H1	0.39631433897112717	-1.315072211658121
HG01708	Iberian Populations in Spain	1000G	1	HG01708_H2	0.3915143514715881	-1.3171787069603182
HG01709	Iberian Populations in Spain	1000G	0	HG01709_H1	0.37612688446432413	-1.316697584831552
HG01709	Iberian Populations in Spain	1000G	1	HG01709_H2	0.3856311333377462	-1.3159284750863225
HG01710	Iberian Populations in Spain	1000G	0	HG01710_H1	0.40727035254587785	-1.353381440860224
HG01710	Iberian Populations in Spain	1000G	1	HG01710_H2	0.3801946459349876	-1.3383363890564468
HG01746	Iberian Populations in Spain	1000G	0	HG01746_H1	0.41524454476891826	-1.3489992649276665
HG01746	Iberian Populations in Spain	1000G	1	HG01746_H2	0.427089814520902	-1.350090750561567
HG01747	Iberian Populations in Spain	1000G	0	HG01747_H1	0.39377285430232134	-1.364864754842864
HG01747	Iberian Populations in Spain	1000G	1	HG01747_H2	0.42285381595296023	-1.363333503339545
HG01756	Iberian Populations in Spain	1000G	0	HG01756_H1	0.3885435976478719	-1.3179992651495753
HG01756	Iberian Populations in Spain	1000G	1	HG01756_H2	0.4038941388488061	-1.3101693918117623
HG01757	Iberian Populations in Spain	1000G	0	HG01757_H1	0.3876742447012484	-1.3020830970537935
HG01757	Iberian Populations in Spain	1000G	1	HG01757_H2	0.39304493578152644	-1.3117791654602895
HG01761	Iberian Populations in Spain	1000G	0	HG01761_H1	0.41007563200973063	-1.3591779545490044
HG01761	Iberian Populations in Spain	1000G	1	HG01761_H2	0.4137806012195507	-1.3910838594173882
HG01762	Iberian Populations in Spain	1000G	0	HG01762_H1	0.40473075864070523	-1.3869665928654844
HG01762	Iberian Populations in Spain	1000G	1	HG01762_H2	0.4388403696145096	-1.349288565229769
HG01765	Iberian Populations in Spain	1000G	0	HG01765_H1	0.40736156293749926	-1.3496929686380932
HG01765	Iberian Populations in Spain	1000G	1	HG01765_H2	0.4011625172059357	-1.3799580623298116
HG01766	Iberian Populations in Spain	1000G	0	HG01766_H1	0.37736146949066707	-1.3414753362484344
HG01766	Iberian Populations in Spain	1000G	1	HG01766_H2	0.3895131082356572	-1.3191021880588754
HG01767	Iberian Populations in Spain	1000G	0	HG01767_H1	0.3771289647313629	-1.3534478665510745
HG01767	Iberian Populations in Spain	1000G	1	HG01767_H2	0.39609745923237405	-1.3222880961325902
HG01768	Iberian Populations in Spain	1000G	0	HG01768_H1	0.38882919911313457	-1.331559748052797
HG01768	Iberian Populations in Spain	1000G	1	HG01768_H2	0.38524188822551664	-1.3233744621748564
HG01770	Iberian Populations in Spain	1000G	0	HG01770_H1	0.4055526327421428	-1.3510775389756609
HG01770	Iberian Populations in Spain	1000G	1	HG01770_H2	0.39214925480094737	-1.3343459005201785
HG01771	Iberian Populations in Spain	1000G	0	HG01771_H1	0.44166590495205865	-1.4044552692814405
HG01771	Iberian Populations in Spain	1000G	1	HG01771_H2	0.4037844813016896	-1.3775409944153523
HG01773	Iberian Populations in Spain	1000G	0	HG01773_H1	0.417537858918572	-1.3755935807086423
HG01773	Iberian Populations in Spain	1000G	1	HG01773_H2	0.4114741756329068	-1.3547809766130152
HG01775	Iberian Populations in Spain	1000G	0	HG01775_H1	0.43187524294262003	-1.4004047797500236
HG01775	Iberian Populations in Spain	1000G	1	HG01775_H2	0.4090708097117363	-1.3981849135280133
HG01777	Iberian Populations in Spain	1000G	0	HG01777_H1	0.4091069236313903	-1.3348324635942714
HG01777	Iberian Populations in Spain	1000G	1	HG01777_H2	0.4473544848099366	-1.3692892226493873
HG01779	Iberian Populations in Spain	1000G	0	HG01779_H1	0.4041141777944848	-1.4154708955229367
HG01779	Iberian Populations in Spain	1000G	1	HG01779_H2	0.42568510951613797	-1.3279655855576185
HG01781	Iberian Populations in Spain	1000G	0	HG01781_H1	0.4205040729568634	-1.3355108280943604
HG01781	Iberian Populations in Spain	1000G	1	HG01781_H2	0.40312765301996717	-1.3792040020839584
HG01783	Iberian Populations in Spain	1000G	0	HG01783_H1	0.3900817905676811	-1.3231480062942091
HG01783	Iberian Populations in Spain	1000G	1	HG01783_H2	0.38885107307758776	-1.3264005807137875
HG01785	Iberian Populations in Spain	1000G	0	HG01785_H1	0.436869075868882	-1.390441145682501
HG01785	Iberian Populations in Spain	1000G	1	HG01785_H2	0.43852686618087194	-1.3740766119317391
HG01789	British from England and Scotland	1000G	0	HG01789_H1	0.4376980516226339	-1.3581464238866616
HG01789	British from England and Scotland	1000G	1	HG01789_H2	0.4710924265659294	-1.3800315887965915
HG01790	British from England and Scotland	1000G	0	HG01790_H1	0.4654234721959277	-1.3494049019562544
HG01790	British from England and Scotland	1000G	1	HG01790_H2	0.4630544387055399	-1.3932816325147614
HG01791	British from England and Scotland	1000G	0	HG01791_H1	0.453323540301413	-1.3717411378334392
HG01791	British from England and Scotland	1000G	1	HG01791_H2	0.45799921888346323	-1.357748807249666
HG01794	Chinese Dai in Xishuangbanna	1000G	0	HG01794_H1	0.7643463698308683	1.4680450961496496
HG01794	Chinese Dai in Xishuangbanna	1000G	1	HG01794_H2	0.7500032946100691	1.4960515700198056
HG01795	Chinese Dai in Xishuangbanna	1000G	0	HG01795_H1	0.7502011929417556	1.4433582035106394
HG01795	Chinese Dai in Xishuangbanna	1000G	1	HG01795_H2	0.7333672642714855	1.3990567708646489
HG01796	Chinese Dai in Xishuangbanna	1000G	0	HG01796_H1	0.7447331205646697	1.425648847023311
HG01796	Chinese Dai in Xishuangbanna	1000G	1	HG01796_H2	0.7652660421265156	1.4610224312088276
HG01797	Chinese Dai in Xishuangbanna	1000G	0	HG01797_H1	0.7456390722114189	1.433919513450232
HG01797	Chinese Dai in Xishuangbanna	1000G	1	HG01797_H2	0.7497442739402412	1.4236682673486183
HG01798	Chinese Dai in Xishuangbanna	1000G	0	HG01798_H1	0.7647874000852487	1.426273047284366
HG01798	Chinese Dai in Xishuangbanna	1000G	1	HG01798_H2	0.7554287868494601	1.4286625077678905
HG01799	Chinese Dai in Xishuangbanna	1000G	0	HG01799_H1	0.7656089463752752	1.4768407820663516
HG01799	Chinese Dai in Xishuangbanna	1000G	1	HG01799_H2	0.772298680412196	1.4495081911209737
HG01800	Chinese Dai in Xishuangbanna	1000G	0	HG01800_H1	0.7373351810759473	1.4269108744162904
HG01800	Chinese Dai in Xishuangbanna	1000G	1	HG01800_H2	0.7537623985821419	1.4645070357803833
HG01801	Chinese Dai in Xishuangbanna	1000G	0	HG01801_H1	0.7406082526345386	1.4353293332457293
HG01801	Chinese Dai in Xishuangbanna	1000G	1	HG01801_H2	0.7257513228412233	1.4094340105391914
HG01802	Chinese Dai in Xishuangbanna	1000G	0	HG01802_H1	0.7312836301119334	1.4569192293668067
HG01802	Chinese Dai in Xishuangbanna	1000G	1	HG01802_H2	0.7440560277661893	1.4282189454733594
HG01804	Chinese Dai in Xishuangbanna	1000G	0	HG01804_H1	0.7407696863901587	1.4129282686045455
HG01804	Chinese Dai in Xishuangbanna	1000G	1	HG01804_H2	0.7620094254253864	1.4313677770725357
HG01805	Chinese Dai in Xishuangbanna	1000G	0	HG01805_H1	0.7465650524985606	1.4298618774952179
HG01805	Chinese Dai in Xishuangbanna	1000G	1	HG01805_H2	0.7459246098091119	1.4471362998148076
HG01806	Chinese Dai in Xishuangbanna	1000G	0	HG01806_H1	0.7397907090481632	1.438307823704137
HG01806	Chinese Dai in Xishuangbanna	1000G	1	HG01806_H2	0.7399261978515863	1.4410480184161476
HG01808	Chinese Dai in Xishuangbanna	1000G	0	HG01808_H1	0.7574526834774741	1.4575887421603333
HG01808	Chinese Dai in Xishuangbanna	1000G	1	HG01808_H2	0.754925983580435	1.4081004019365242
HG01809	Chinese Dai in Xishuangbanna	1000G	0	HG01809_H1	0.754258812596451	1.400596898700951
HG01809	Chinese Dai in Xishuangbanna	1000G	1	HG01809_H2	0.74057382473413	1.4619111200251151
HG01810	Chinese Dai in Xishuangbanna	1000G	0	HG01810_H1	0.7471385145891557	1.3924129181318654
HG01810	Chinese Dai in Xishuangbanna	1000G	1	HG01810_H2	0.7550028799895924	1.4639023111803708
HG01811	Chinese Dai in Xishuangbanna	1000G	0	HG01811_H1	0.7531867869671292	1.4197204657922555
HG01811	Chinese Dai in Xishuangbanna	1000G	1	HG01811_H2	0.760082533451827	1.448469599008504
HG01812	Chinese Dai in Xishuangbanna	1000G	0	HG01812_H1	0.7547276299931879	1.48055859377506
HG01812	Chinese Dai in Xishuangbanna	1000G	1	HG01812_H2	0.7529280734251333	1.439498726704235
HG01813	Chinese Dai in Xishuangbanna	1000G	0	HG01813_H1	0.7247464722268335	1.4267326185711113
HG01813	Chinese Dai in Xishuangbanna	1000G	1	HG01813_H2	0.7517561616547809	1.4418675735614015
HG01815	Chinese Dai in Xishuangbanna	1000G	0	HG01815_H1	0.7442880905100215	1.4233096530626932
HG01815	Chinese Dai in Xishuangbanna	1000G	1	HG01815_H2	0.7462608310371636	1.4117963003007339
HG01816	Chinese Dai in Xishuangbanna	1000G	0	HG01816_H1	0.7555942143705427	1.4541978255012138
HG01816	Chinese Dai in Xishuangbanna	1000G	1	HG01816_H2	0.7434846819231411	1.4553427575700333
HG01817	Chinese Dai in Xishuangbanna	1000G	0	HG01817_H1	0.7321004475903368	1.4411090402421043
HG01817	Chinese Dai in Xishuangbanna	1000G	1	HG01817_H2	0.7408531252007312	1.4467156988900902
HG01840	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG01840_H1	0.7395676677292261	1.4264120611758486
HG01840	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG01840_H2	0.7309608677431909	1.3880908434702697
HG01842	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG01842_H1	0.7519607458020774	1.378991979753626
HG01842	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG01842_H2	0.7270084657137118	1.3933356205194667
HG01844	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG01844_H1	0.7362226461916793	1.385182591597167
HG01844	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG01844_H2	0.739070208394991	1.386570134299344
HG01845	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG01845_H1	0.7299436339676385	1.383446238555166
HG01845	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG01845_H2	0.7419400571659446	1.4089382443076823
HG01846	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG01846_H1	0.7345261789065903	1.390006851094811
HG01846	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG01846_H2	0.7373705708506187	1.3301239604355704
HG01847	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG01847_H1	0.739738402395467	1.3326302573428268
HG01847	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG01847_H2	0.7438222092950556	1.3978700272246796
HG01848	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG01848_H1	0.7431865318267614	1.41966982645679
HG01848	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG01848_H2	0.7323885147721478	1.3813729699526573
HG01849	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG01849_H1	0.7656621713064705	1.371787795526941
HG01849	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG01849_H2	0.7355398972978903	1.3520576797335817
HG01850	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG01850_H1	0.7457867308010621	1.4261658796593224
HG01850	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG01850_H2	0.7179855923531143	1.341892016716063
HG01851	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG01851_H1	0.7385758463994349	1.4383071882659486
HG01851	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG01851_H2	0.7486475870256257	1.436157403688657
HG01852	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG01852_H1	0.7494658760363537	1.3944681297325794
HG01852	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG01852_H2	0.7658569018205326	1.3810668842157188
HG01853	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG01853_H1	0.7413204094494993	1.3942582683863995
HG01853	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG01853_H2	0.7398844138085388	1.3839084155996038
HG01855	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG01855_H1	0.744087210599168	1.3945071935440294
HG01855	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG01855_H2	0.7241275264473387	1.3468065280900248
HG01857	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG01857_H1	0.748097861373218	1.4195041339808694
HG01857	Kinh in Ho Chi Minh City, Vietnam	1000G	1	HG01857_H2	0.7498537344577922	1.3918123351968192
HG01858	Kinh in Ho Chi Minh City, Vietnam	1000G	0	HG01858_H1	0.7371717951066458	1.4317130599138232
